City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
199,Quimperle,FR,74.12,light rain,47.87,-3.55,ibis Quimperlé
203,Port Blair,IN,82.44,mist,11.67,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
206,Northam,GB,63.39,scattered clouds,51.03,-4.22,Durrant House Hotel
207,Mahbubabad,IN,77.32,scattered clouds,17.62,80.02,District Collector Residence
209,Songea,TZ,63.45,broken clouds,-10.68,35.65,mtakuja
210,Kavaratti,IN,80.78,overcast clouds,10.57,72.64,Dharul Hudha
211,Torbay,CA,64.27,broken clouds,47.67,-52.73,Gallows Cove
213,Bubaque,GW,79.05,overcast clouds,11.28,-15.83,"Casa Dora, Bubaque"
214,Labuhan,ID,77.76,scattered clouds,-6.88,112.21,DoubleFAG
217,Broome,US,74.7,broken clouds,42.25,-75.83,Chenango Valley State Park
218,Colares,PT,74.88,few clouds,38.8,-9.45,Arribas Sintra Hotel
220,Ingham,US,79.88,clear sky,42.6,-84.38,Sunset Mobile Home Park
221,Wilmington,US,84.94,clear sky,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
223,Ramgarh,IN,80.65,overcast clouds,23.63,85.52,HOTEL TREAT RESIDENCY
226,Mantua,IT,80.1,overcast clouds,45.17,10.78,Hotel la Favorita
227,Binga,ZW,72.81,clear sky,-17.62,27.34,Lakeview Inn Binga
228,Drayton Valley,CA,62.82,scattered clouds,53.22,-114.99,Service Plus Inns & Suites (Drayton Valley Hotel)
229,Merrill,US,66.67,clear sky,45.18,-89.68,Prairie Motel
232,Dingle,PH,77.32,light rain,11.0,122.67,SEGAYA PROPERTY
233,Lorengau,PG,81.97,clear sky,-2.02,147.27,Lorengau Harbourside Hotel
235,Gat,IL,79.48,clear sky,31.61,34.76,OlusHome
236,Chiplun,IN,74.52,overcast clouds,17.53,73.52,Hotel Reemz
239,East London,ZA,67.14,clear sky,-33.02,27.91,Tu Casa
240,George Town,MY,82.33,heavy intensity rain,5.41,100.34,Cititel Penang
242,Faya,SA,73.51,broken clouds,18.39,42.45,شيلة نسايم
243,Sechura,PE,76.41,broken clouds,-5.56,-80.82,Hospedaje Costa Bella
244,Panzhihua,CN,69.06,moderate rain,26.59,101.71,Electric Power Hotel
245,Quatre Cocos,MU,71.71,broken clouds,-20.21,57.76,Sunrise Attitude Hotel
246,San Cristobal,VE,82.58,broken clouds,7.77,-72.22,Pirineos
247,Acapulco,MX,84.02,overcast clouds,16.86,-99.89,HS Hotsson Smart Acapulco
249,Shizunai,JP,60.33,overcast clouds,42.33,142.37,Shizunai Eclipse Hotel
250,Jardim,BR,61.47,overcast clouds,-21.48,-56.14,Estancia Hotel - Jardim MS
252,Port Keats,AU,75.36,clear sky,-14.25,129.55,Kardu Durrikardu Numida Hostel
256,Vallam,IN,82.45,overcast clouds,10.72,79.08,Hotel NAADI NEST
257,King City,US,71.91,clear sky,36.21,-121.13,Fireside Inn
262,Fortuna,US,69.93,overcast clouds,40.6,-124.16,Super 8 by Wyndham Fortuna
265,Along,IN,72.97,scattered clouds,28.17,94.77,Hotel West
267,Coruripe,BR,78.71,broken clouds,-10.13,-36.18,Pousada e Hotel Litoral Sul
272,Imbituba,BR,69.85,overcast clouds,-28.24,-48.67,Praia Hotel Imbituba
273,Areosa,PT,67.24,light rain,41.72,-8.86,Hotel Flôr de Sal
276,Abha,SA,73.22,clear sky,18.22,42.51,Abha Hotel
278,Manggar,ID,79.9,overcast clouds,-2.88,108.27,Guest Hotel
279,Bandarbeyla,SO,79.12,light rain,9.49,50.81,JABIR HOTEL
280,Iralaya,HN,84.61,broken clouds,15.0,-83.23,Iglesia morava renovada
