City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,Brazzaville,CG,-4.27,15.28,77.31,57,82,1.03,light rain
359,Bonoua,CI,5.27,-3.60,76.62,93,60,4.25,broken clouds
360,Muli,MV,2.92,73.57,79.84,79,100,21.81,moderate rain
361,Nuuk,GL,64.18,-51.72,34.88,100,100,5.01,overcast clouds
362,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,93.0,49,20,4.61,few clouds
363,Rodrigues Alves,BR,-7.74,-72.65,80.8,93,100,5.68,heavy intensity rain
364,Salimpur,IN,28.13,76.28,79.56,61,0,3.8,clear sky
365,Ugoofaaru,MV,5.67,73.00,80.28,78,91,10.89,light rain
366,College,US,64.86,-147.80,57.29,50,75,1.01,broken clouds
367,Thunder Bay,CA,48.40,-89.32,58.98,55,75,11.5,broken clouds
368,Khirkiya,IN,22.17,76.86,74.3,79,35,2.51,scattered clouds
369,Biltine,TD,14.53,20.92,80.08,57,75,11.52,broken clouds
370,Bose,IT,45.46,8.01,57.16,79,84,5.17,broken clouds
371,Vierzon,FR,47.21,2.06,50.38,78,100,3.98,overcast clouds
372,Basco,PH,20.45,121.97,83.64,74,61,16.28,broken clouds
373,Atikokan,CA,48.76,-91.62,63.28,39,27,9.06,scattered clouds
374,Palmer,US,42.16,-72.33,63.64,60,40,10.36,scattered clouds
375,Tuatapere,NZ,-46.13,167.68,43.79,72,94,3.62,overcast clouds
376,Kushima,JP,31.46,131.23,71.8,90,7,4.0,clear sky
377,Karratha,AU,-20.74,116.85,70.48,75,2,9.46,clear sky
378,Itoman,JP,26.12,127.67,78.82,83,20,3.44,few clouds
379,Wilmington,US,34.23,-77.94,66.11,78,100,18.41,moderate rain
380,Puerto El Triunfo,SV,13.28,-88.55,78.64,87,100,3.51,overcast clouds
381,Sassandra,CI,4.95,-6.08,74.12,93,23,4.5,few clouds
382,Springfield,US,37.22,-93.30,73.33,36,0,5.01,clear sky
383,Kaohsiung,TW,22.62,120.31,80.04,85,40,2.3,scattered clouds
384,Vanavara,RU,60.34,102.28,23.88,82,30,4.14,scattered clouds
385,Visby,SE,57.64,18.30,48.06,93,75,4.61,broken clouds
386,Pokhara,NP,28.23,83.98,66.13,82,46,4.7,scattered clouds
387,Brownsville,US,25.90,-97.50,89.6,50,40,14.97,scattered clouds
388,Kyzyl,RU,51.70,94.45,36.77,56,97,10.94,overcast clouds
389,Ponta Delgada,PT,37.73,-25.67,70.5,72,75,4.61,broken clouds
390,Opuwo,NA,-18.06,13.84,68.72,33,22,4.97,few clouds
391,Nagornyy,RU,52.80,83.55,25.83,89,82,10.85,broken clouds
392,Inzhavino,RU,52.32,42.49,53.69,81,97,3.24,overcast clouds
393,Morondava,MG,-20.28,44.28,73.33,88,9,6.55,clear sky
394,Orchard Homes,US,46.86,-114.05,64.6,55,100,14.97,overcast clouds
395,Port Macquarie,AU,-31.43,152.92,62.89,94,75,13.8,broken clouds
396,Moron,AR,-34.65,-58.62,62.8,58,100,8.86,overcast clouds
397,Quelimane,MZ,-17.88,36.89,73.35,88,40,2.3,scattered clouds
398,Nexo,DK,55.06,15.13,48.29,68,32,6.46,scattered clouds
399,Kavieng,PG,-2.57,150.80,83.71,69,89,12.24,overcast clouds
400,Christchurch,NZ,-43.53,172.63,45.41,81,100,10.36,light rain
401,Kenai,US,60.55,-151.26,49.08,93,75,13.8,light rain
402,Alexandria,EG,31.22,29.96,77.54,69,0,8.23,clear sky
403,Serenje,ZM,-13.23,30.24,66.88,42,48,5.91,scattered clouds
404,Bekhtery,UA,46.25,32.29,66.9,90,46,12.26,scattered clouds
405,Brae,GB,60.40,-1.35,52.56,89,91,16.46,overcast clouds
406,Los Llanos De Aridane,ES,28.66,-17.92,67.75,83,75,16.11,broken clouds
407,Grindavik,IS,63.84,-22.43,50.47,93,100,1.14,light intensity drizzle
408,Soe,ID,-9.86,124.28,67.41,90,15,3.0,few clouds
409,Sinegorye,RU,62.08,150.48,26.26,95,100,4.63,light snow
410,Tarko-Sale,RU,64.92,77.78,26.85,87,24,8.46,few clouds
411,Stolin,BY,51.89,26.85,48.67,98,100,5.5,overcast clouds
412,Champerico,GT,14.30,-91.92,91.94,75,40,9.4,scattered clouds
413,Klaksvik,FO,62.23,-6.59,49.12,90,100,31.32,light rain
414,Semirom,IR,31.42,51.57,55.45,19,0,2.46,clear sky
415,Oktyabrskoye,RU,43.06,44.74,51.94,94,6,6.71,clear sky
416,Solnechnyy,RU,50.72,136.63,43.75,89,88,1.88,overcast clouds
417,Sapa,PH,5.15,120.32,82.42,77,82,8.57,broken clouds
418,Lithakia,GR,37.72,20.83,65.57,72,0,4.65,clear sky
419,Maceio,BR,-9.67,-35.74,76.44,83,0,9.22,clear sky
420,Savannah Bight,HN,16.45,-85.85,81.46,75,91,16.24,overcast clouds
421,Hirado,JP,33.36,129.55,65.39,79,12,11.23,few clouds
422,Bilibino,RU,68.05,166.44,22.73,63,36,3.53,scattered clouds
423,Kaseda,JP,31.42,130.32,72.79,83,0,3.04,clear sky
424,Santiago Del Estero,AR,-27.80,-64.26,72.68,29,46,5.17,scattered clouds
425,Aksu,CN,41.12,80.26,65.17,28,100,3.27,overcast clouds
426,Saint Anthony,US,45.02,-93.22,71.15,32,0,14.97,clear sky
427,Formosa,AR,-26.18,-58.18,64.38,88,100,9.22,overcast clouds
428,Xai-Xai,MZ,-25.05,33.64,68.54,85,0,8.93,clear sky
429,Stokmarknes,NO,68.56,14.91,51.76,81,100,5.75,overcast clouds
430,Petatlan,MX,17.52,-101.27,82.36,72,96,2.19,overcast clouds
431,Lubbock,US,33.60,-101.83,88.38,22,20,11.5,few clouds
432,Ucluelet,CA,48.93,-125.55,61.11,93,2,1.01,clear sky
433,Roald,NO,62.58,6.13,52.32,87,0,5.75,clear sky
434,Maarianhamina,AX,60.10,19.93,40.86,100,20,3.44,few clouds
435,Brenham,US,30.17,-96.40,91.06,26,0,0.0,clear sky
436,Siocon,PH,7.71,122.14,78.24,87,100,4.36,overcast clouds
437,Gouyave,GD,12.16,-61.73,81.37,78,40,11.5,scattered clouds
438,Olinda,BR,-8.01,-34.86,78.53,69,20,9.22,few clouds
439,Jutogh,IN,31.10,77.12,54.1,77,0,5.53,clear sky
440,Vung Tau,VN,10.35,107.08,79.27,83,98,7.18,moderate rain
441,Tupa,BR,-21.93,-50.51,67.08,73,100,13.0,overcast clouds
442,San Policarpo,PH,12.18,125.51,80.28,79,100,8.01,overcast clouds
443,Fukue,JP,32.69,128.84,72.66,67,0,12.91,clear sky
444,San Jeronimo,PE,-11.95,-75.28,48.04,84,68,11.21,broken clouds
445,Chernyshevskiy,RU,63.01,112.47,20.57,87,16,2.91,few clouds
446,Warwick,US,41.70,-71.42,65.44,66,75,5.75,broken clouds
447,Prince Albert,CA,53.20,-105.77,76.95,38,100,8.05,overcast clouds
448,Mackenzie,CA,55.30,-123.17,66.42,55,0,3.44,clear sky
449,Okakarara,NA,-20.58,17.43,69.76,23,6,4.81,clear sky
450,Padang,ID,-0.95,100.35,76.59,84,96,4.14,overcast clouds
451,Micheweni,TZ,-4.97,39.83,74.86,79,36,11.54,scattered clouds
452,Necochea,AR,-38.55,-58.74,55.8,49,100,12.8,overcast clouds
453,Bisert,RU,56.86,59.05,25.59,85,7,9.93,clear sky
454,Ampanihy,MG,-24.70,44.75,66.24,63,0,4.03,clear sky
455,Mongo,TD,12.18,18.69,77.47,72,2,1.72,clear sky
456,Kendari,ID,-3.94,122.50,76.69,91,33,3.56,scattered clouds
457,Barranca,PE,-10.75,-77.77,62.35,77,3,11.95,clear sky
458,Lavrentiya,RU,65.58,-171.00,38.03,65,62,14.92,broken clouds
459,Japura,ID,-0.32,102.35,72.97,98,100,2.46,overcast clouds
460,Havelock,US,34.88,-76.90,68.0,81,100,25.32,overcast clouds
461,Ibipeba,BR,-11.64,-42.01,81.77,26,40,9.64,scattered clouds
462,Faanui,PF,-16.48,-151.75,78.76,70,17,17.34,few clouds
463,Pochutla,MX,15.74,-96.47,85.82,80,78,2.84,broken clouds
464,Taltal,CL,-25.40,-70.48,59.97,70,23,5.91,few clouds
465,Bagdarin,RU,54.43,113.60,22.14,93,81,2.46,broken clouds
466,Gonen,TR,40.10,27.65,69.03,35,0,6.35,clear sky
467,Margate,GB,51.38,1.39,50.7,70,18,1.01,few clouds
468,Robat Karim,IR,35.48,51.08,80.46,12,0,0.92,clear sky
469,Vetluga,RU,57.86,45.78,40.44,99,100,3.04,overcast clouds
470,Kajaani,FI,64.23,27.73,33.85,100,100,4.61,light rain
471,The Valley,AI,18.22,-63.06,81.1,83,20,14.97,few clouds
472,Tomatlan,MX,19.93,-105.25,87.24,64,28,6.55,scattered clouds
473,Fuldatal,DE,51.38,9.57,44.91,93,20,0.0,few clouds
474,Zarate,AR,-34.10,-59.03,62.82,53,100,5.99,overcast clouds
475,Preobrazheniye,RU,42.90,133.91,60.03,81,1,5.19,clear sky
476,Atmakur,IN,15.88,78.58,74.62,92,100,3.67,overcast clouds
477,Tecoanapa,MX,16.52,-98.75,84.67,70,20,10.13,few clouds
478,Onega,RU,63.91,38.14,33.94,97,100,9.71,light snow
479,Villarrica,PY,-25.75,-56.43,61.68,98,100,4.43,overcast clouds
480,Mehamn,NO,71.04,27.85,40.91,87,0,8.05,clear sky
481,Asfi,MA,32.30,-9.24,67.87,73,1,12.19,clear sky
482,San Vicente,AR,-26.62,-54.13,57.78,94,100,3.33,light rain
483,Barinas,VE,8.62,-70.21,82.44,78,100,4.61,overcast clouds
484,Rocha,UY,-34.48,-54.33,49.1,87,100,4.65,overcast clouds
485,Nha Trang,VN,12.25,109.18,78.8,87,98,4.16,overcast clouds
486,Santa Vitoria Do Palmar,BR,-33.52,-53.37,53.4,80,100,5.26,overcast clouds
487,Zalantun,CN,48.00,122.72,45.05,70,99,6.51,overcast clouds
488,Cockburn Town,TC,21.46,-71.14,81.36,74,14,9.31,few clouds
489,Teguldet,RU,57.31,88.17,25.09,99,71,4.32,broken clouds
490,Varnamo,SE,57.19,14.04,42.28,71,99,1.01,overcast clouds
491,Praya,CV,14.92,-23.51,81.14,78,20,12.66,few clouds
492,San Angelo,US,31.46,-100.44,92.1,23,0,5.75,clear sky
493,Wote,KE,-1.78,37.63,63.07,84,95,6.26,overcast clouds
494,Puerto Escondido,MX,15.85,-97.07,83.16,78,32,6.22,scattered clouds
495,Hit,IQ,33.64,42.83,80.19,33,0,9.66,clear sky
496,Huayucachi,PE,-12.13,-75.23,51.06,79,60,7.78,broken clouds
497,Saldanha,ZA,-33.01,17.94,59.05,87,86,15.57,overcast clouds
498,Taoudenni,ML,22.68,-3.98,92.7,14,0,10.36,clear sky
499,Vengerovo,RU,55.68,76.75,24.3,91,32,10.49,scattered clouds
500,Pandan,PH,14.05,124.17,78.15,86,100,5.68,overcast clouds
501,Onverwacht,SR,5.58,-55.18,93.2,43,40,6.91,scattered clouds
502,Grimshaw,CA,56.18,-117.60,51.42,93,100,5.75,light intensity shower rain
503,Guarapari,BR,-20.67,-40.50,69.89,95,99,9.98,overcast clouds
504,Gornopravdinsk,RU,60.05,69.90,24.28,82,14,4.54,few clouds
505,Sri Aman,MY,1.24,111.46,77.09,94,100,0.0,overcast clouds
506,Mayor Pablo Lagerenza,PY,-19.93,-60.77,62.73,65,100,1.45,overcast clouds
507,Sotnikovo,RU,51.88,107.48,28.49,93,24,2.24,few clouds
508,Aksarka,RU,66.56,67.80,26.49,87,55,4.59,broken clouds
509,Pervomayskoye,RU,43.92,46.71,67.39,59,64,1.9,broken clouds
510,Amambai,BR,-23.10,-55.23,62.17,95,100,1.88,overcast clouds
511,Saint-Joseph,RE,-21.37,55.62,68.38,82,35,14.38,light rain
512,Kirakira,SB,-10.45,161.92,83.68,73,27,7.43,scattered clouds
513,Awbari,LY,26.59,12.78,88.21,14,58,10.02,broken clouds
514,Manavalakurichi,IN,8.13,77.30,77.86,86,100,12.39,overcast clouds
515,Walvis Bay,NA,-22.96,14.51,57.09,88,1,1.14,clear sky
516,Mahibadhoo,MV,3.78,72.97,79.63,80,99,25.5,light rain
517,Potiskum,NG,11.71,11.07,76.59,75,14,6.29,light rain
518,Jhelum,PK,32.93,73.73,78.48,58,0,2.1,clear sky
519,Rochegda,RU,62.80,43.25,33.93,97,100,8.72,snow
520,Kuito,AO,-12.38,16.93,59.14,74,54,5.59,broken clouds
521,Batemans Bay,AU,-35.72,150.18,57.09,85,94,10.25,overcast clouds
522,Milkovo,RU,54.72,158.62,41.94,75,18,7.11,few clouds
523,Kidal,ML,18.44,1.41,95.2,19,90,6.87,overcast clouds
524,Khorixas,NA,-20.37,14.97,67.68,28,2,4.36,clear sky
525,Manuk Mangkaw,PH,4.80,119.85,83.25,76,95,11.16,light rain
526,Siilinjarvi,FI,63.08,27.67,39.22,87,100,6.91,overcast clouds
527,Limoeiro Do Ajuru,BR,-1.90,-49.38,83.34,72,61,9.66,broken clouds
528,Homer,US,59.64,-151.55,51.67,90,100,5.99,moderate rain
529,Coquimbo,CL,-29.95,-71.34,55.13,87,100,9.22,overcast clouds
530,Nyurba,RU,63.28,118.33,23.47,95,91,3.96,overcast clouds
531,Jalingo,NG,8.88,11.37,72.86,91,12,2.91,few clouds
532,Saiha,IN,22.48,92.97,68.74,97,89,2.91,overcast clouds
533,Baykit,RU,61.67,96.37,26.11,79,93,3.09,overcast clouds
534,Kahului,US,20.89,-156.47,87.82,70,40,21.85,scattered clouds
535,Lazaro Cardenas,MX,17.96,-102.20,84.16,70,32,5.55,scattered clouds
536,Sabla,NG,12.75,4.71,81.46,69,49,6.89,scattered clouds
537,Dolores,AR,-36.31,-57.68,50.27,56,100,7.81,overcast clouds
538,Tucupita,VE,9.06,-62.05,76.64,95,100,4.14,overcast clouds
539,Sungaipenuh,ID,-2.08,101.38,62.74,93,100,3.47,overcast clouds
540,Misratah,LY,32.38,15.09,78.57,79,2,16.42,clear sky
541,Long Xuyen,VN,10.38,105.42,75.15,91,100,5.01,overcast clouds
542,Havoysund,NO,71.00,24.66,44.83,80,76,13.04,broken clouds
543,Zaragoza,ES,41.66,-0.88,61.02,56,20,23.02,few clouds
544,Fez,MA,34.04,-5.00,62.85,77,40,10.36,scattered clouds
545,Wittmund,DE,53.57,7.78,53.02,96,82,4.61,broken clouds
546,Tecolutla,MX,20.48,-97.02,77.63,74,45,15.41,scattered clouds
547,Axim,GH,4.87,-2.24,75.13,90,18,5.37,few clouds
548,Hualmay,PE,-11.10,-77.61,63.93,74,9,12.06,clear sky
549,Dourbali,TD,11.81,15.86,79.39,66,48,5.77,scattered clouds
550,Half Moon Bay,US,37.46,-122.43,86.58,74,0,14.97,haze
551,Alekseyevskoye,RU,55.31,50.11,46.2,93,100,8.08,overcast clouds
552,Benguela,AO,-12.58,13.41,73.56,87,98,2.82,overcast clouds
553,Guerrero Negro,MX,27.98,-114.06,80.83,60,0,13.33,clear sky
554,Auki,SB,-8.77,160.70,83.05,69,24,3.13,few clouds
555,Gizo,SB,-8.10,156.84,83.05,70,9,10.42,clear sky
556,Vangaindrano,MG,-23.35,47.60,62.91,82,2,3.8,clear sky
557,Nemuro,JP,43.32,145.57,59.36,75,5,10.31,clear sky
558,Dudinka,RU,69.41,86.18,29.62,95,100,7.4,overcast clouds
559,Palembang,ID,-2.92,104.75,78.89,89,20,3.44,few clouds
560,Ilhabela,BR,-23.78,-45.36,64.17,90,100,8.59,overcast clouds
561,Kachug,RU,53.96,105.88,34.7,92,100,3.24,overcast clouds
562,Katangli,RU,51.71,143.23,42.87,83,100,5.3,light rain
563,Ancud,CL,-41.87,-73.82,51.13,87,100,5.17,overcast clouds
564,Palauig,PH,15.44,119.90,79.2,79,76,4.74,broken clouds
565,Turukhansk,RU,65.82,87.98,22.57,92,91,6.44,overcast clouds
566,Bairiki,KI,1.33,172.98,84.2,74,20,12.66,light rain
567,Berbera,SO,10.44,45.01,87.73,69,60,8.79,broken clouds
568,Linhares,BR,-19.39,-40.07,71.83,85,96,9.93,overcast clouds
569,Kaoma,ZM,-14.78,24.80,70.36,35,64,6.6,broken clouds
570,Maningrida,AU,-12.07,134.27,77.47,76,45,10.25,scattered clouds
571,Bosaso,SO,11.28,49.18,87.51,54,26,9.28,scattered clouds
572,Muroto,JP,33.28,134.15,73.51,73,0,6.87,clear sky
573,Mananjary,MG,-21.22,48.33,62.38,83,0,3.67,clear sky
574,Codrington,AU,-38.27,141.97,50.77,89,80,9.26,broken clouds
575,Cabra,ES,37.47,-4.44,59.9,79,61,6.24,broken clouds
576,Emba,KZ,48.83,58.14,50.81,33,100,16.58,overcast clouds
577,Chumikan,RU,54.72,135.31,36.54,85,97,14.67,overcast clouds
578,Iroquois Falls,CA,48.77,-80.68,53.6,64,14,6.15,few clouds
579,Tatawin,TN,32.93,10.45,76.44,29,33,5.3,scattered clouds
580,Kismayo,SO,-0.36,42.55,76.3,84,33,16.93,scattered clouds
581,Mantua,IT,45.17,10.78,60.35,84,100,5.01,overcast clouds
582,Akdepe,TM,42.06,59.38,62.69,33,35,13.31,scattered clouds
583,Luba,GQ,3.46,8.55,76.89,86,27,3.2,scattered clouds
584,Simbahan,PH,6.30,120.58,82.81,74,100,3.51,overcast clouds
585,Naze,JP,28.37,129.48,74.32,79,14,7.54,few clouds
586,Todos Santos,MX,23.45,-110.22,84.65,63,2,8.52,clear sky
587,Lesnoy,RU,57.62,63.08,23.72,77,6,4.25,clear sky
588,Sfantu Gheorghe,RO,45.87,25.78,50.94,87,13,2.08,few clouds
589,Agadez,NE,19.75,10.25,90.25,14,16,9.64,few clouds
590,Avera,US,33.19,-82.53,68.05,49,100,18.66,overcast clouds
591,Camacha,PT,33.08,-16.33,67.42,73,75,13.8,broken clouds
592,Pingliang,CN,35.54,106.69,57.65,76,100,1.45,overcast clouds
593,Lazarev,RU,52.23,141.51,44.94,68,100,2.8,overcast clouds
594,Novoagansk,RU,61.94,76.66,25.41,70,31,8.05,scattered clouds
595,Manjacaze,MZ,-24.71,33.88,65.84,88,0,6.55,clear sky
596,Loubomo,CG,-4.20,12.67,73.56,83,36,2.57,light rain
597,Katsuura,JP,35.13,140.30,69.4,79,100,8.25,overcast clouds
598,Idritsa,RU,56.33,28.90,43.5,98,70,4.81,broken clouds
599,Alta Floresta,BR,-9.88,-56.09,83.98,40,70,4.03,broken clouds
600,West Bay,KY,19.37,-81.42,88.07,77,40,8.05,scattered clouds
601,Svencionys,LT,55.15,26.17,41.23,94,29,4.81,scattered clouds
602,Tharad,IN,24.40,71.63,79.88,70,42,7.23,scattered clouds
603,Yinchuan,CN,38.47,106.27,66.97,43,50,6.4,scattered clouds
604,Lorengau,PG,-2.02,147.27,81.72,79,99,9.4,overcast clouds
605,Barabai,ID,-2.58,115.38,73.99,96,100,2.71,overcast clouds
606,Dongobesh,TZ,-4.07,35.38,53.96,81,51,7.47,broken clouds
607,Tra Vinh,VN,9.93,106.35,75.42,94,99,3.91,heavy intensity rain
608,Coahuayana,MX,18.73,-103.68,85.95,70,74,3.53,broken clouds
609,Carutapera,BR,-1.20,-46.02,79.75,77,56,9.4,broken clouds
610,Hobyo,SO,5.35,48.53,76.98,83,85,19.01,overcast clouds
611,La Rinconada,ES,37.49,-5.98,65.05,89,0,5.75,clear sky
612,Monastyrshchina,RU,54.35,31.84,50.0,83,99,8.08,light rain
613,Madanapalle,IN,13.55,78.50,71.06,87,100,12.3,overcast clouds
614,Thornbury,GB,52.23,-2.55,51.3,94,47,2.86,scattered clouds
615,Mayumba,GA,-3.43,10.66,74.89,87,27,3.18,light rain
616,Ust-Kishert,RU,57.37,57.25,28.72,78,27,13.09,scattered clouds
617,Nieuw Amsterdam,SR,5.88,-55.08,93.36,72,20,2.3,few clouds
618,Zanjan,IR,36.67,48.48,65.88,37,0,5.64,clear sky
619,Gola Gokarannath,IN,28.08,80.47,73.54,82,2,2.37,clear sky
620,Luancheng,CN,37.88,114.65,60.96,47,14,4.38,few clouds
621,Merke,KZ,42.87,73.18,54.23,44,100,3.53,overcast clouds
622,Barra,BR,-11.09,-43.14,84.04,34,10,7.02,clear sky
623,Panguna,PG,-6.32,155.48,77.97,56,9,1.61,clear sky
624,Charlestown,AU,-32.95,151.67,63.73,94,92,13.0,light rain
625,Okha,RU,53.57,142.95,41.86,64,100,2.77,overcast clouds
626,Oriximina,BR,-1.77,-55.87,87.35,47,54,5.73,broken clouds
627,Boa Vista,BR,2.82,-60.67,93.18,40,40,6.91,scattered clouds
628,Xuanhua,CN,40.61,115.04,63.39,54,3,3.47,clear sky
629,Santa Luzia,BR,-19.77,-43.85,70.7,76,75,11.5,broken clouds
630,Megion,RU,61.03,76.11,32.02,74,28,8.39,scattered clouds
631,Bonthe,SL,7.53,-12.51,74.19,93,100,2.64,light rain
632,Nhulunbuy,AU,-12.23,136.77,81.21,78,70,9.22,broken clouds
633,Kloulklubed,PW,7.04,134.26,82.76,76,8,12.48,clear sky
634,Cervo,ES,43.67,-7.41,56.97,73,29,8.43,scattered clouds
635,Tulun,RU,54.56,100.58,38.68,95,100,8.28,light rain
636,Ventspils,LV,57.39,21.56,37.33,100,100,2.3,fog
637,Arbazh,RU,57.68,48.31,39.52,98,100,6.51,overcast clouds
638,Yerbogachen,RU,61.28,108.01,22.78,82,16,3.6,few clouds
639,Altay,CN,47.87,88.12,30.96,65,97,5.39,overcast clouds
640,Yendi,GH,9.44,-0.01,73.0,93,85,3.76,overcast clouds
641,Leningradskiy,RU,69.38,178.42,23.49,73,68,7.56,broken clouds
642,Voi,KE,-3.39,38.56,68.63,81,81,8.72,broken clouds
643,Pasni,PK,25.26,63.47,78.08,80,2,9.35,clear sky
644,Buraydah,SA,26.33,43.98,79.25,15,0,9.51,clear sky
645,Birin,NP,26.89,88.07,60.55,86,5,4.81,clear sky
646,Inongo,CD,-1.95,18.27,70.75,91,86,4.25,overcast clouds
647,Holbeach,GB,52.80,0.01,53.58,92,5,12.66,clear sky
648,Umm Kaddadah,SD,13.60,26.69,88.43,31,7,6.55,clear sky
649,Oxford,GB,51.75,-1.26,52.77,89,0,5.75,clear sky
650,Gorom-Gorom,BF,14.44,-0.24,89.76,39,11,12.37,few clouds
651,Puerto Madryn,AR,-42.77,-65.04,71.22,38,0,22.1,clear sky
652,Mitu,CO,1.20,-70.17,82.56,62,86,2.3,overcast clouds
653,Paamiut,GL,61.99,-49.67,40.08,78,100,18.54,overcast clouds
654,Puri,IN,19.80,85.85,79.32,84,54,5.23,broken clouds
655,Arica,CL,-18.48,-70.30,65.75,72,40,14.97,scattered clouds
656,Dubai,AE,25.26,55.30,89.53,48,0,5.75,clear sky
657,Shulan,CN,44.42,126.95,59.54,76,31,9.33,scattered clouds
658,Kalundborg,DK,55.68,11.09,49.33,86,99,18.7,overcast clouds
659,Alofi,NU,-19.06,-169.92,76.89,65,2,18.41,clear sky
660,Haines Junction,CA,60.75,-137.51,58.95,51,98,4.61,overcast clouds
661,Barmer,IN,25.75,71.38,82.26,54,15,8.12,few clouds
662,Jimenez,MX,28.33,-105.40,83.17,23,19,8.1,few clouds
663,Edd,ER,13.93,41.69,89.51,64,84,2.68,broken clouds
664,Toamasina,MG,-18.17,49.38,64.4,100,40,5.75,scattered clouds
665,Suez,EG,29.97,32.53,77.83,61,0,10.76,clear sky
666,Bac Lieu,VN,9.29,105.72,77.72,88,98,9.1,moderate rain
667,Khash,IR,28.22,61.22,67.51,22,0,0.76,clear sky
668,Husavik,IS,66.04,-17.34,45.75,83,100,7.09,overcast clouds
669,Bahile,PH,10.00,118.79,78.67,84,100,2.93,overcast clouds
670,Bonavista,CA,48.65,-53.11,54.12,93,100,7.85,light rain
671,Nokaneng,BW,-19.67,22.27,70.99,29,9,6.69,clear sky
672,Carballo,ES,43.21,-8.69,59.86,90,14,3.24,few clouds
673,Taunggyi,MM,20.78,97.03,62.17,94,100,3.0,overcast clouds
674,Trabzon,TR,40.92,39.83,64.49,88,0,5.75,clear sky
675,Lianzhou,CN,24.78,112.38,75.97,83,100,1.23,overcast clouds
676,Kars,TR,40.60,43.09,53.64,65,8,3.91,clear sky
677,Hassleholm,SE,56.16,13.77,46.35,95,99,3.78,overcast clouds
678,Ottawa,CA,45.41,-75.70,58.01,55,20,3.44,few clouds
679,Nara,JP,34.69,135.80,66.49,71,0,2.42,clear sky
680,Miles City,US,46.41,-105.84,86.99,15,100,7.52,overcast clouds
681,Conceicao Do Araguaia,BR,-8.26,-49.26,90.64,23,18,2.86,few clouds
682,Imbituba,BR,-28.24,-48.67,60.1,68,100,5.14,overcast clouds
683,Quthing,LS,-30.40,27.70,67.24,41,14,4.09,few clouds
684,Daru,PG,-9.08,143.21,80.04,87,83,13.73,broken clouds
685,Seryshevo,RU,51.09,128.38,38.89,88,83,4.32,broken clouds
686,Saint-Georges,GD,12.06,-61.75,82.08,78,40,11.5,scattered clouds
687,Manokwari,ID,-0.87,134.08,78.73,73,64,3.78,broken clouds
688,Trojan,PL,53.79,20.24,45.84,86,91,5.84,overcast clouds
689,Paralimni,CY,35.04,33.98,85.08,66,0,4.03,clear sky
690,Biskamzha,RU,53.45,89.53,23.76,95,98,4.34,light snow
691,Berezovka,BY,53.72,25.50,42.55,87,40,3.58,scattered clouds
692,Zhanaozen,KZ,43.30,52.80,65.73,29,38,9.33,scattered clouds
693,Ozinki,RU,51.18,49.68,57.7,93,10,5.64,clear sky
694,Wahpeton,US,46.27,-96.61,77.02,23,0,24.16,clear sky
695,Vilyuysk,RU,63.76,121.62,24.08,96,87,4.18,overcast clouds
696,Diamantino,BR,-14.41,-56.45,76.82,82,79,9.95,broken clouds
